@RELATION birds
@attribute audio-ssd1 numeric
@attribute audio-ssd2 numeric
@attribute audio-ssd3 numeric
@attribute audio-ssd4 numeric
@attribute audio-ssd5 numeric
@attribute audio-ssd6 numeric
@attribute audio-ssd7 numeric
@attribute audio-ssd8 numeric
@attribute audio-ssd9 numeric
@attribute audio-ssd10 numeric
@attribute audio-ssd11 numeric
@attribute audio-ssd12 numeric
@attribute audio-ssd13 numeric
@attribute audio-ssd14 numeric
@attribute audio-ssd15 numeric
@attribute audio-ssd16 numeric
@attribute audio-ssd17 numeric
@attribute audio-ssd18 numeric
@attribute audio-ssd19 numeric
@attribute audio-ssd20 numeric
@attribute audio-ssd21 numeric
@attribute audio-ssd22 numeric
@attribute audio-ssd25 numeric
@attribute audio-ssd26 numeric
@attribute audio-ssd27 numeric
@attribute audio-ssd28 numeric
@attribute audio-ssd29 numeric
@attribute audio-ssd30 numeric
@attribute audio-ssd31 numeric
@attribute audio-ssd32 numeric
@attribute audio-ssd33 numeric
@attribute audio-ssd34 numeric
@attribute audio-ssd35 numeric
@attribute audio-ssd36 numeric
@attribute audio-ssd37 numeric
@attribute audio-ssd38 numeric
@attribute audio-ssd39 numeric
@attribute audio-ssd40 numeric
@attribute audio-ssd41 numeric
@attribute audio-ssd42 numeric
@attribute audio-ssd43 numeric
@attribute audio-ssd44 numeric
@attribute audio-ssd45 numeric
@attribute audio-ssd46 numeric
@attribute audio-ssd49 numeric
@attribute audio-ssd50 numeric
@attribute audio-ssd51 numeric
@attribute audio-ssd52 numeric
@attribute audio-ssd53 numeric
@attribute audio-ssd54 numeric
@attribute audio-ssd55 numeric
@attribute audio-ssd56 numeric
@attribute audio-ssd57 numeric
@attribute audio-ssd58 numeric
@attribute audio-ssd59 numeric
@attribute audio-ssd60 numeric
@attribute audio-ssd61 numeric
@attribute audio-ssd62 numeric
@attribute audio-ssd63 numeric
@attribute audio-ssd64 numeric
@attribute audio-ssd65 numeric
@attribute audio-ssd66 numeric
@attribute audio-ssd67 numeric
@attribute audio-ssd68 numeric
@attribute audio-ssd69 numeric
@attribute audio-ssd70 numeric
@attribute audio-ssd73 numeric
@attribute audio-ssd74 numeric
@attribute audio-ssd75 numeric
@attribute audio-ssd76 numeric
@attribute audio-ssd77 numeric
@attribute audio-ssd78 numeric
@attribute audio-ssd79 numeric
@attribute audio-ssd80 numeric
@attribute audio-ssd81 numeric
@attribute audio-ssd82 numeric
@attribute audio-ssd83 numeric
@attribute audio-ssd84 numeric
@attribute audio-ssd85 numeric
@attribute audio-ssd86 numeric
@attribute audio-ssd87 numeric
@attribute audio-ssd88 numeric
@attribute audio-ssd89 numeric
@attribute audio-ssd90 numeric
@attribute audio-ssd91 numeric
@attribute audio-ssd92 numeric
@attribute audio-ssd93 numeric
@attribute audio-ssd94 numeric
@attribute audio-ssd97 numeric
@attribute audio-ssd98 numeric
@attribute audio-ssd99 numeric
@attribute audio-ssd100 numeric
@attribute audio-ssd101 numeric
@attribute audio-ssd102 numeric
@attribute audio-ssd103 numeric
@attribute audio-ssd104 numeric
@attribute audio-ssd105 numeric
@attribute audio-ssd106 numeric
@attribute audio-ssd107 numeric
@attribute audio-ssd108 numeric
@attribute audio-ssd109 numeric
@attribute audio-ssd110 numeric
@attribute audio-ssd111 numeric
@attribute audio-ssd112 numeric
@attribute audio-ssd113 numeric
@attribute audio-ssd114 numeric
@attribute audio-ssd115 numeric
@attribute audio-ssd116 numeric
@attribute audio-ssd117 numeric
@attribute audio-ssd118 numeric
@attribute audio-ssd121 numeric
@attribute audio-ssd122 numeric
@attribute audio-ssd123 numeric
@attribute audio-ssd124 numeric
@attribute audio-ssd125 numeric
@attribute audio-ssd126 numeric
@attribute audio-ssd127 numeric
@attribute audio-ssd128 numeric
@attribute audio-ssd129 numeric
@attribute audio-ssd130 numeric
@attribute audio-ssd131 numeric
@attribute audio-ssd132 numeric
@attribute audio-ssd133 numeric
@attribute audio-ssd134 numeric
@attribute audio-ssd135 numeric
@attribute audio-ssd136 numeric
@attribute audio-ssd137 numeric
@attribute audio-ssd138 numeric
@attribute audio-ssd139 numeric
@attribute audio-ssd140 numeric
@attribute audio-ssd141 numeric
@attribute audio-ssd145 numeric
@attribute audio-ssd146 numeric
@attribute audio-ssd147 numeric
@attribute audio-ssd148 numeric
@attribute audio-ssd149 numeric
@attribute audio-ssd150 numeric
@attribute audio-ssd151 numeric
@attribute audio-ssd152 numeric
@attribute audio-ssd153 numeric
@attribute audio-ssd154 numeric
@attribute audio-ssd155 numeric
@attribute audio-ssd156 numeric
@attribute audio-ssd157 numeric
@attribute audio-ssd158 numeric
@attribute audio-ssd159 numeric
@attribute audio-ssd160 numeric
@attribute audio-ssd161 numeric
@attribute audio-ssd162 numeric
@attribute audio-ssd163 numeric
@attribute audio-ssd164 numeric
@attribute audio-ssd165 numeric
@attribute audio-ssd166 numeric
@attribute cluster1 numeric
@attribute cluster2 numeric
@attribute cluster3 numeric
@attribute cluster4 numeric
@attribute cluster5 numeric
@attribute cluster6 numeric
@attribute cluster7 numeric
@attribute cluster8 numeric
@attribute cluster9 numeric
@attribute cluster10 numeric
@attribute cluster11 numeric
@attribute cluster12 numeric
@attribute cluster13 numeric
@attribute cluster14 numeric
@attribute cluster15 numeric
@attribute cluster16 numeric
@attribute cluster17 numeric
@attribute cluster18 numeric
@attribute cluster19 numeric
@attribute cluster20 numeric
@attribute cluster21 numeric
@attribute cluster22 numeric
@attribute cluster23 numeric
@attribute cluster24 numeric
@attribute cluster25 numeric
@attribute cluster26 numeric
@attribute cluster27 numeric
@attribute cluster28 numeric
@attribute cluster29 numeric
@attribute cluster30 numeric
@attribute cluster31 numeric
@attribute cluster32 numeric
@attribute cluster33 numeric
@attribute cluster34 numeric
@attribute cluster35 numeric
@attribute cluster36 numeric
@attribute cluster37 numeric
@attribute cluster38 numeric
@attribute cluster39 numeric
@attribute cluster40 numeric
@attribute cluster41 numeric
@attribute cluster42 numeric
@attribute cluster43 numeric
@attribute cluster44 numeric
@attribute cluster45 numeric
@attribute cluster46 numeric
@attribute cluster47 numeric
@attribute cluster48 numeric
@attribute cluster49 numeric
@attribute cluster50 numeric
@attribute cluster51 numeric
@attribute cluster52 numeric
@attribute cluster53 numeric
@attribute cluster54 numeric
@attribute cluster55 numeric
@attribute cluster56 numeric
@attribute cluster57 numeric
@attribute cluster59 numeric
@attribute cluster60 numeric
@attribute cluster61 numeric
@attribute cluster62 numeric
@attribute cluster63 numeric
@attribute cluster64 numeric
@attribute cluster65 numeric
@attribute cluster66 numeric
@attribute cluster67 numeric
@attribute cluster68 numeric
@attribute cluster69 numeric
@attribute cluster70 numeric
@attribute cluster71 numeric
@attribute cluster72 numeric
@attribute cluster73 numeric
@attribute cluster74 numeric
@attribute cluster75 numeric
@attribute cluster76 numeric
@attribute cluster78 numeric
@attribute cluster79 numeric
@attribute cluster80 numeric
@attribute cluster81 numeric
@attribute cluster82 numeric
@attribute cluster83 numeric
@attribute cluster84 numeric
@attribute cluster85 numeric
@attribute cluster86 numeric
@attribute cluster87 numeric
@attribute cluster88 numeric
@attribute cluster89 numeric
@attribute cluster90 numeric
@attribute cluster91 numeric
@attribute cluster92 numeric
@attribute cluster93 numeric
@attribute cluster94 numeric
@attribute cluster95 numeric
@attribute cluster96 numeric
@attribute cluster97 numeric
@attribute cluster98 numeric
@attribute cluster99 numeric
@attribute cluster100 numeric
@attribute segments numeric
@attribute mean_rect_width numeric
@attribute std_rect_width numeric
@attribute mean_rect_height numeric
@attribute std_rect_height numeric
@attribute mean_rect_volume numeric
@attribute std_rect_volume numeric
@attribute hasSegments {0,1}
@attribute location {2,10,1,7,5,4,17,15,16,8,13,11}
@attribute Brown-Creeper {0,1}
@attribute Pacific-Wren {0,1}
@attribute Pacific-slope-Flycatcher {0,1}
@attribute Red-breasted-Nuthatch {0,1}
@attribute Dark-eyed-Junco {0,1}
@attribute Olive-sided-Flycatcher {0,1}
@attribute Hermit-Thrush {0,1}
@attribute Chestnut-backed-Chickadee {0,1}
@attribute Varied-Thrush {0,1}
@attribute Hermit-Warbler {0,1}
@attribute Swainsons-Thrush {0,1}
@attribute Hammonds-Flycatcher {0,1}
@attribute Western-Tanager {0,1}
@attribute Black-headed-Grosbeak {0,1}
@attribute Golden-Crowned-Kinglet {0,1}
@attribute Warbling-Vireo {0,1}
@attribute MacGillivrays-Warbler {0,1}
@attribute Stellars-Jay {0,1}
@attribute Common-Nighthawk {0,1}
@data
0.051525,0.030253,0.065482,?,0.115525,0.104236,0.100493,0.10301,0.092895,0.101167,0.115317,0.136299,0.147629,0.180885,0.197119,0.239619,0.248644,0.198875,?,?,?,0.001232,0.002058,0.000704,0.002139,0.002897,0.002874,0.002149,0.002102,0.001899,0.001382,0.001124,?,0.001508,?,0.00189,0.001749,0.002001,0.001505,0.001097,?,0.000192,0.000104,?,1.004026,1.280121,0.858717,?,0.34805,?,0.647965,0.422755,0.178537,0.318024,0.303701,?,0.572663,0.536779,0.208372,0.152951,-0.02511,0.402978,?,0.202234,0.041323,14.656586,3.476913,4.809901,3.653641,?,2.683689,2.780623,3.420985,3.02914,?,?,3.156247,3.254175,3.988104,?,3.463394,3.185964,3.041105,4.56133,3.054059,3.533641,3.154774,?,0.040411,?,?,0.081476,?,?,0.094566,?,0.094192,0.099967,0.113559,0.132706,0.144742,0.179535,0.195611,?,0.248889,0.199393,0.114889,0.085365,0.054789,0.001066,0.001066,0.001066,?,0.001066,0.003316,?,?,?,0.010096,0.010221,0.027243,?,0.06095,?,0.072755,0.110256,0.107507,?,?,0.042836,?,?,0.150681,?,0.336266,0.277653,0.250349,0.266781,0.247181,0.205783,0.202831,?,0.272757,0.311713,?,0.347978,0.396884,0.353264,0.377422,0.190096,0.141283,0.086749,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,?,0,0,?,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,?,0,0,?,0,0,?,0,0,0,0,0,?,0,?,?,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0
0.264099,0.538573,0.300876,0.242941,0.121877,0.061286,0.047953,0.053966,?,0.051491,0.065266,0.071756,0.083678,0.115186,?,0.192652,0.207975,0.169075,0.115513,0.082222,0.057555,0.001463,0.022614,0.060309,0.025377,0.017442,0.005438,0.001486,0.000792,0.000861,0.000583,0.000543,0.000964,?,?,0.00091,0.001265,0.001626,0.001574,0.001523,0.000702,0.000587,0.000939,0.000005,0.628377,0.496879,0.706061,0.647433,0.932234,?,0.863812,1.410495,1.078341,0.549395,2.391706,1.133236,0.553097,0.425792,0.304098,0.607253,1.117174,2.433068,2.128232,6.827349,7.665519,10.25867,?,2.895413,3.064416,3.206164,3.832969,?,3.576041,8.792657,5.300459,3.388459,16.149767,5.859828,3.325887,3.696276,3.351393,4.241316,7.564275,17.800615,14.051214,72.389253,78.839108,124.87068,0.241744,0.515583,0.27165,?,0.110866,0.054903,0.043391,?,0.042547,0.048596,0.060367,?,0.080783,0.113765,0.146265,0.188059,0.205078,?,0.112339,0.079664,0.053328,0.001066,0.004877,0.017292,?,0.009543,0.001744,0.001066,0.001066,0.001066,0.003344,0.001898,0.013259,?,0.014328,?,?,0.08852,0.117368,?,0.055829,0.047449,0.023609,?,1.283428,0.871687,0.723463,0.384434,0.207618,?,0.270421,0.184956,0.144325,0.329102,0.231855,0.178078,0.235136,0.290815,0.40629,0.484586,0.487603,?,0.381074,?,0.03349,0,0,0.5,0,0,0,0,0,0,0,0,0,?,0,0,0,?,?,0,?,0,0,?,?,0,0,0,0,0,?,0,0,?,0,0,0,0,0,?,0,0,?,0,0,0,?,0,0,0,0.5,0,0,0,?,0,0,0,?,0,0,0,0,0,?,0,?,?,?,0,0,0,0,0,?,?,0,0,?,0,0,0,0,0,0,0,?,0,?,0,?,?,0,0,0,?,0,0,0,2,28,1.414214,14,?,397,217.788889,1,15,0,0,?,0,0,?,0,0,0,?,0,0,0,0,0,0,?,0,0
?,0.007557,?,0.018823,0.032241,?,0.034949,?,0.034028,0.039452,?,0.047752,0.052982,0.079497,?,0.14655,0.161578,?,0.08754,?,0.043253,?,0.000031,0.000104,0.000275,0.000365,?,0.000555,0.00055,0.000454,?,?,?,0.000391,0.000372,?,0.000817,0.000982,?,0.000553,0.000241,0.000162,0.000092,0,?,?,1.6273,1.435148,1.031421,?,0.914099,?,0.751339,0.580319,0.3905,0.452781,0.324126,0.106422,0.202173,0.454978,0.320552,0.252331,0.124758,0.211996,0.320523,7.854044,16.72839,8.120644,6.092707,4.811119,3.747912,3.396955,3.618109,3.129391,3.631242,3.178887,?,3.004881,3.131661,2.632153,2.924151,?,?,3.140434,3.066673,3.007215,3.089809,73.754234,?,?,0.009288,0.012688,?,0.030606,0.030355,0.036433,0.031855,0.037098,0.040104,0.046038,0.052626,?,0.105164,0.143975,0.160129,0.130375,0.087346,?,0.043063,0.001066,?,0.001066,0.001066,?,0.001066,?,0.001066,0.001066,0.001066,0.001066,0.001631,?,0.006272,0.024959,0.033735,0.074941,0.088947,0.063785,?,0.037233,?,0.038987,0.057197,0.097126,0.096923,0.126552,0.113005,0.118934,0.108805,0.106292,?,0.103651,0.117711,?,0.145908,0.1978,0.264112,?,0.216398,0.137219,0.107239,0.076055,0.003998,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,?,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,?,0,?,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,?,0
0.028577,0.033437,0.028494,?,0.087085,0.043811,0.039605,0.062766,0.042597,?,0.050381,?,?,0.085972,0.114053,0.151042,0.168408,0.134123,0.090685,?,0.045242,0.001137,0.00132,0.001305,0.00075,0.000513,0.002008,0.000871,0.000778,0.001165,0.000657,0.000524,0.000665,0.000503,0.000546,0.000888,0.000987,0.000956,0.000881,0.000581,0.000225,0.000168,0.000096,0,2.017186,2.00872,1.419483,1.136064,0.390711,1.080183,?,0.929781,1.334262,?,2.214712,1.458104,?,?,1.707739,0.214452,0.323083,0.136191,0.169818,?,1.06528,10.21418,7.430834,8.417367,5.074626,3.935921,2.801791,4.703841,?,4.243087,6.837599,?,?,?,13.282527,11.27554,?,3.168576,3.01782,2.804491,3.151497,2.92441,?,133.279027,?,0.021853,0.021071,0.020355,0.083882,0.038376,?,0.058477,0.038166,?,0.047674,0.051597,0.05455,0.083687,0.111949,0.149402,0.167912,0.133403,?,?,0.044209,0.001066,0.001066,?,0.001066,0.001066,0.001066,0.001066,?,0.001496,0.001066,0.001066,0.005198,?,?,0.013507,0.046888,0.059226,?,0.06466,0.048903,0.031621,0.022437,0.203618,0.228196,0.153888,0.111957,0.265011,0.193689,?,0.202057,0.195366,0.156652,0.246595,0.17833,?,0.283273,0.388474,?,0.275868,?,0.149904,?,?,0.008081,0,0,0,0,0,0,0,?,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,?,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,?,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,?,0,0,?,0,?,0,0,?,?,0,0,0,0,15,0,?,0,0,0,?,0,?,0,0,0,0,0,0,0,?,0,0,?
0.019544,0.011104,0.021982,0.047243,0.09834,?,0.070981,0.076222,0.058425,0.073689,0.081519,0.104824,0.127124,?,?,?,0.20408,0.166134,0.099968,0.072341,0.046067,0.00111,0.00088,0.000188,0.000583,0.001539,0.002777,0.004275,0.002293,0.002179,0.000779,?,?,0.002152,?,0.002105,0.008939,0.003017,?,0.001,0.00029,0.00017,?,?,?,2.189168,?,1.043713,0.688919,2.486878,1.856838,2.449691,0.676474,2.609972,?,2.90704,0.907215,1.172357,?,2.217715,0.182087,?,0.144549,0.272112,0.472127,8.707238,15.192834,?,6.272547,3.848496,3.403633,12.80535,9.154017,?,3.557539,15.054883,39.633346,?,4.32262,?,15.494445,15.416026,2.706801,3.482268,3.048893,3.003327,?,96.561856,0.007161,0.00571,0.013205,0.039638,0.09171,0.080005,0.062115,?,?,0.068174,0.076573,?,0.121932,0.155298,0.188922,0.21435,0.202222,0.163326,0.100009,0.071558,0.045789,0.001066,0.001066,0.001066,0.001066,0.001066,0.002798,?,0.001066,0.003168,0.003429,0.010087,0.011376,0.017864,0.036635,0.063811,0.056904,0.107417,?,0.077356,0.052269,0.038269,0.022804,0.241668,0.085632,0.137794,0.217514,0.31971,0.490582,0.360383,?,0.167172,0.348532,0.536249,0.42941,0.309353,?,0.887317,?,0.31898,0.280975,0.16265,0.11141,0.090404,?,0,0,0,0,0,0,?,?,0,0,?,0,0,?,0,0,?,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,?,?,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,?,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,?,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,?,?,0,?,0,?,0,0,?,15,?,0,0,0,0,?,0,0,0,0,0,0,?,?,?,0,0,0,0
0.012181,?,0.021671,0.045106,0.094789,0.087116,0.05868,?,0.055147,0.065388,0.079118,0.097861,0.100832,0.151168,0.207951,0.230503,?,0.16209,0.098746,?,0.04581,0.001125,0.000873,0.000207,?,0.001406,0.003076,0.002562,0.001253,?,0.000762,0.00086,0.00096,0.001202,0.000956,0.001998,?,0.003182,0.001336,0.000849,0.000351,0.000189,0.000103,0,4.374463,?,1.805909,1.237476,0.935374,?,0.983009,0.704672,0.658803,0.555591,?,0.602694,0.389009,?,2.063598,?,?,0.199217,0.654515,0.355019,0.432968,6.787839,24.47686,7.168893,6.743374,4.530854,4.13856,?,4.001683,3.839686,?,3.573077,11.219419,3.492721,3.328437,5.504827,11.644318,5.748774,2.764261,3.305787,5.503748,3.638372,3.18962,?,0.001066,?,0.014158,0.036435,0.084513,0.080133,0.053882,0.06454,0.052668,0.063136,0.076074,?,0.099072,?,0.189878,0.222952,0.200636,?,0.097329,0.071902,0.045006,0.001066,0.001066,?,0.001066,?,0.001066,0.002458,?,0.002757,0.001417,0.002642,?,0.023379,0.020633,0.067106,0.055647,0.097936,?,0.064246,0.04664,?,0.023187,?,0.079672,0.139668,0.194705,0.362216,?,0.19905,0.221417,0.199914,?,0.332851,0.243066,0.205432,0.393534,0.762101,0.537061,0.308265,0.261695,?,0.135476,0.082003,0.004271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,?,?,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,?,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,?,0,?,?,0,0,0,?,?,?,0,0,?,0,0,?,15,0,0,0,?,?,0,0,0,0,0,0,?,0,?,?,?,0,?,0
?,?,0.010465,0.017022,0.027291,0.028333,?,0.032785,0.031026,0.034756,0.037992,0.040295,0.048503,0.076797,0.099272,0.139117,0.15621,?,0.088692,0.064926,0.040796,?,?,0.000077,0.000178,0.000315,0.000451,?,0.000387,0.000367,0.000365,0.000332,0.000268,0.000309,0.000395,0.000483,0.000605,0.000976,?,0.000596,?,0.000148,0.000081,0,3.113098,3.24482,?,1.4476,1.088308,1.049677,0.900075,0.74343,0.889483,0.580927,0.518068,0.542087,0.89206,0.298336,0.196783,0.471423,0.252354,0.368975,0.988297,?,0.402149,13.932281,16.70366,18.967259,?,4.773554,4.368653,4.228597,3.597013,?,3.644422,3.222713,2.92427,3.05475,5.282038,3.192884,?,3.401217,?,3.874747,5.63963,?,2.98725,?,0.00154,0.001304,0.00508,0.011035,0.022639,0.025461,0.024414,0.030971,0.027494,0.032831,?,0.038132,?,?,0.097992,?,0.154301,0.130038,0.08589,0.064104,0.039883,0.001066,0.001066,0.001066,?,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.003836,?,?,0.010257,?,0.064624,0.077237,0.058952,0.038837,?,0.019613,0.179244,0.081694,?,0.093666,?,?,0.107081,?,0.10476,0.110121,0.095091,0.104416,?,0.161069,0.184288,0.24775,0.256698,0.241157,0.187427,0.103484,0.070967,?,0,?,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,?,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,15,0,0,0,?,0,0,0,?,0,?,?,0,0,0,0,?,?,0,?
0.003573,?,0.009464,0.015344,0.025469,0.027373,?,0.032073,0.029338,?,0.037631,0.042925,0.047271,0.07345,0.099426,0.138151,0.148783,0.121655,0.082691,0.061005,0.039896,0.001082,?,0.000055,0.000162,0.00032,0.000401,0.000404,0.000382,0.000399,0.000346,0.000346,0.00029,0.000287,0.000314,0.00046,?,0.000797,0.000761,0.00051,0.000225,0.000127,0.000069,0,4.567239,2.924403,2.542773,2.080489,?,1.002481,0.964552,0.719431,0.79474,1.406523,?,?,0.316409,0.354026,0.273054,0.079599,0.118916,0.250783,0.229133,?,0.305061,16.428768,28.788616,13.953462,12.339305,8.914844,?,?,3.614811,3.213756,3.229853,9.303278,3.606209,2.832159,3.044704,2.926491,2.845435,?,2.886542,2.724943,3.016639,3.338554,3.266245,313.423782,0.001066,0.001066,?,0.008828,0.021382,?,0.021925,0.028781,0.025393,?,0.035143,0.041445,0.04615,0.071496,0.098959,0.137934,0.148088,?,0.081323,0.061169,0.039432,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,?,0.001066,0.001066,0.001116,0.004181,0.003334,0.024722,0.041346,0.06195,0.067573,0.058587,?,0.027783,0.019269,0.05934,0.055257,0.101935,0.127043,0.131224,0.116478,0.106564,0.113045,0.094799,0.173477,0.107579,0.099572,0.115189,0.140249,0.190287,0.224974,0.222132,0.189857,?,0.104121,0.071886,0.004344,0,0,0,0,0,0,0,0,0,0,?,0,?,?,0,0,0,0,?,0,?,0,0,0,?,0,?,?,0,0,0,0,?,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,0,0,?,0,0,?,0,?,0,0,?,0,0,0,0,?,?,?,0,0,?,0,?,?,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,0,0,15,?,0,?,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,?
0.005214,?,0.010901,0.015046,0.029542,0.025062,0.024927,0.028711,0.025715,0.031211,0.032562,0.035202,0.042195,0.064846,0.089715,0.128373,?,0.1154,?,0.059768,0.03924,0.001084,0.000068,0.000102,?,?,?,0.000314,0.000321,0.000316,0.000273,0.000301,?,0.000252,?,?,0.000575,0.000902,0.000733,?,0.000216,0.000123,0.0001,0,3.183813,2.504819,1.867258,1.627976,0.913084,?,1.137593,0.943915,0.861965,0.515133,0.652752,0.450032,?,0.243928,?,0.440384,0.1295,0.260179,0.090956,0.071802,1.18613,17.487933,16.504342,11.722515,6.909995,6.1497,3.493304,3.187431,4.636631,4.111068,3.519027,2.688532,3.425181,2.811911,3.469335,2.82464,3.664765,?,2.81975,3.303121,2.942498,2.499102,7.560665,325.783671,0.001153,0.003455,0.005633,?,0.025688,0.02259,0.021005,0.025972,0.023232,0.028542,0.030576,0.033971,0.04144,0.063538,0.088845,0.127082,0.144332,0.114893,0.079797,0.059426,0.038541,0.001066,0.001066,0.001066,0.001066,?,0.001066,0.001066,?,0.001066,0.001066,0.001066,0.001066,0.001221,?,0.012321,0.024558,0.047367,0.077713,0.047597,0.044499,?,0.019643,0.071517,0.080437,?,0.08962,0.112135,?,0.106624,0.104844,0.082282,0.085624,0.097962,0.087199,0.105932,0.122825,0.19507,0.222553,0.220333,0.196419,0.127626,0.092312,0.10344,0.006306,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,?,?,0,0,0,0,0,0,?,?,0,0,0,?,0,0,?,0,?,?,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,0,15,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0
0.070064,0.026829,0.061972,0.094089,0.09941,0.070981,0.056971,0.050663,0.03421,0.033596,0.035711,0.038927,0.043921,0.065676,?,0.129519,0.170175,?,?,0.057423,0.03597,0.001067,?,0.000665,?,0.003019,?,0.001523,0.000938,0.000734,0.000392,0.000316,0.000296,0.000253,0.00031,0.00042,0.000588,0.001111,0.006468,?,0.000178,0.000132,0.000061,0,?,1.440566,0.886297,0.65089,0.236079,?,0.824336,0.610176,0.679298,?,0.714191,0.443532,0.460213,0.351177,0.332067,1.208,3.264289,3.233428,0.264967,?,0.158562,22.538899,?,5.103952,3.433238,3.237381,2.483194,3.719101,?,2.972917,3.208092,3.384959,3.715032,3.05729,3.233181,?,3.104042,7.017395,15.101878,24.62109,?,3.471161,2.716153,509.001961,0.050827,0.019348,0.052607,0.088457,0.097596,0.064853,0.052961,?,0.032561,?,0.03309,0.037085,0.042519,?,0.088441,0.126395,0.152807,0.112951,0.075179,0.05715,?,?,0.001066,?,0.001066,0.001066,0.002046,0.002673,0.001066,0.001066,0.001066,0.001066,0.001066,0.001698,0.007342,0.014551,0.029469,0.052302,?,0.042614,?,0.025985,0.016316,0.364592,0.128576,0.2298,0.283639,0.241893,0.227079,0.201309,0.135877,0.095695,0.097604,0.109791,0.092574,0.121607,0.131542,?,0.32354,0.631855,0.39983,0.114964,?,?,?,0,0,0,0,0,0,?,0,?,0,0,?,?,?,0,0,0,0,0,0,?,?,0,?,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0.333333,0,0,0,0,?,0,?,0,?,0,0,0,?,0,?,0,0,?,0,0,0,?,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,?,?,0,3,36,1.414214,24.333333,?,881.666667,522.988209,1,?,?,0,0,0,0,0,1,?,0,0,0,?,0,0,0,0,0,0,0
