@RELATION birds
@attribute audio-ssd1 numeric
@attribute audio-ssd2 numeric
@attribute audio-ssd3 numeric
@attribute audio-ssd4 numeric
@attribute audio-ssd5 numeric
@attribute audio-ssd6 numeric
@attribute audio-ssd7 numeric
@attribute audio-ssd8 numeric
@attribute audio-ssd9 numeric
@attribute audio-ssd10 numeric
@attribute audio-ssd11 numeric
@attribute audio-ssd12 numeric
@attribute audio-ssd13 numeric
@attribute audio-ssd14 numeric
@attribute audio-ssd15 numeric
@attribute audio-ssd16 numeric
@attribute audio-ssd17 numeric
@attribute audio-ssd18 numeric
@attribute audio-ssd19 numeric
@attribute audio-ssd20 numeric
@attribute audio-ssd21 numeric
@attribute audio-ssd22 numeric
@attribute audio-ssd25 numeric
@attribute audio-ssd26 numeric
@attribute audio-ssd27 numeric
@attribute audio-ssd28 numeric
@attribute audio-ssd29 numeric
@attribute audio-ssd30 numeric
@attribute audio-ssd31 numeric
@attribute audio-ssd32 numeric
@attribute audio-ssd33 numeric
@attribute audio-ssd34 numeric
@attribute audio-ssd35 numeric
@attribute audio-ssd36 numeric
@attribute audio-ssd37 numeric
@attribute audio-ssd38 numeric
@attribute audio-ssd39 numeric
@attribute audio-ssd40 numeric
@attribute audio-ssd41 numeric
@attribute audio-ssd42 numeric
@attribute audio-ssd43 numeric
@attribute audio-ssd44 numeric
@attribute audio-ssd45 numeric
@attribute audio-ssd46 numeric
@attribute audio-ssd49 numeric
@attribute audio-ssd50 numeric
@attribute audio-ssd51 numeric
@attribute audio-ssd52 numeric
@attribute audio-ssd53 numeric
@attribute audio-ssd54 numeric
@attribute audio-ssd55 numeric
@attribute audio-ssd56 numeric
@attribute audio-ssd57 numeric
@attribute audio-ssd58 numeric
@attribute audio-ssd59 numeric
@attribute audio-ssd60 numeric
@attribute audio-ssd61 numeric
@attribute audio-ssd62 numeric
@attribute audio-ssd63 numeric
@attribute audio-ssd64 numeric
@attribute audio-ssd65 numeric
@attribute audio-ssd66 numeric
@attribute audio-ssd67 numeric
@attribute audio-ssd68 numeric
@attribute audio-ssd69 numeric
@attribute audio-ssd70 numeric
@attribute audio-ssd73 numeric
@attribute audio-ssd74 numeric
@attribute audio-ssd75 numeric
@attribute audio-ssd76 numeric
@attribute audio-ssd77 numeric
@attribute audio-ssd78 numeric
@attribute audio-ssd79 numeric
@attribute audio-ssd80 numeric
@attribute audio-ssd81 numeric
@attribute audio-ssd82 numeric
@attribute audio-ssd83 numeric
@attribute audio-ssd84 numeric
@attribute audio-ssd85 numeric
@attribute audio-ssd86 numeric
@attribute audio-ssd87 numeric
@attribute audio-ssd88 numeric
@attribute audio-ssd89 numeric
@attribute audio-ssd90 numeric
@attribute audio-ssd91 numeric
@attribute audio-ssd92 numeric
@attribute audio-ssd93 numeric
@attribute audio-ssd94 numeric
@attribute audio-ssd97 numeric
@attribute audio-ssd98 numeric
@attribute audio-ssd99 numeric
@attribute audio-ssd100 numeric
@attribute audio-ssd101 numeric
@attribute audio-ssd102 numeric
@attribute audio-ssd103 numeric
@attribute audio-ssd104 numeric
@attribute audio-ssd105 numeric
@attribute audio-ssd106 numeric
@attribute audio-ssd107 numeric
@attribute audio-ssd108 numeric
@attribute audio-ssd109 numeric
@attribute audio-ssd110 numeric
@attribute audio-ssd111 numeric
@attribute audio-ssd112 numeric
@attribute audio-ssd113 numeric
@attribute audio-ssd114 numeric
@attribute audio-ssd115 numeric
@attribute audio-ssd116 numeric
@attribute audio-ssd117 numeric
@attribute audio-ssd118 numeric
@attribute audio-ssd121 numeric
@attribute audio-ssd122 numeric
@attribute audio-ssd123 numeric
@attribute audio-ssd124 numeric
@attribute audio-ssd125 numeric
@attribute audio-ssd126 numeric
@attribute audio-ssd127 numeric
@attribute audio-ssd128 numeric
@attribute audio-ssd129 numeric
@attribute audio-ssd130 numeric
@attribute audio-ssd131 numeric
@attribute audio-ssd132 numeric
@attribute audio-ssd133 numeric
@attribute audio-ssd134 numeric
@attribute audio-ssd135 numeric
@attribute audio-ssd136 numeric
@attribute audio-ssd137 numeric
@attribute audio-ssd138 numeric
@attribute audio-ssd139 numeric
@attribute audio-ssd140 numeric
@attribute audio-ssd141 numeric
@attribute audio-ssd145 numeric
@attribute audio-ssd146 numeric
@attribute audio-ssd147 numeric
@attribute audio-ssd148 numeric
@attribute audio-ssd149 numeric
@attribute audio-ssd150 numeric
@attribute audio-ssd151 numeric
@attribute audio-ssd152 numeric
@attribute audio-ssd153 numeric
@attribute audio-ssd154 numeric
@attribute audio-ssd155 numeric
@attribute audio-ssd156 numeric
@attribute audio-ssd157 numeric
@attribute audio-ssd158 numeric
@attribute audio-ssd159 numeric
@attribute audio-ssd160 numeric
@attribute audio-ssd161 numeric
@attribute audio-ssd162 numeric
@attribute audio-ssd163 numeric
@attribute audio-ssd164 numeric
@attribute audio-ssd165 numeric
@attribute audio-ssd166 numeric
@attribute cluster1 numeric
@attribute cluster2 numeric
@attribute cluster3 numeric
@attribute cluster4 numeric
@attribute cluster5 numeric
@attribute cluster6 numeric
@attribute cluster7 numeric
@attribute cluster8 numeric
@attribute cluster9 numeric
@attribute cluster10 numeric
@attribute cluster11 numeric
@attribute cluster12 numeric
@attribute cluster13 numeric
@attribute cluster14 numeric
@attribute cluster15 numeric
@attribute cluster16 numeric
@attribute cluster17 numeric
@attribute cluster18 numeric
@attribute cluster19 numeric
@attribute cluster20 numeric
@attribute cluster21 numeric
@attribute cluster22 numeric
@attribute cluster23 numeric
@attribute cluster24 numeric
@attribute cluster25 numeric
@attribute cluster26 numeric
@attribute cluster27 numeric
@attribute cluster28 numeric
@attribute cluster29 numeric
@attribute cluster30 numeric
@attribute cluster31 numeric
@attribute cluster32 numeric
@attribute cluster33 numeric
@attribute cluster34 numeric
@attribute cluster35 numeric
@attribute cluster36 numeric
@attribute cluster37 numeric
@attribute cluster38 numeric
@attribute cluster39 numeric
@attribute cluster40 numeric
@attribute cluster41 numeric
@attribute cluster42 numeric
@attribute cluster43 numeric
@attribute cluster44 numeric
@attribute cluster45 numeric
@attribute cluster46 numeric
@attribute cluster47 numeric
@attribute cluster48 numeric
@attribute cluster49 numeric
@attribute cluster50 numeric
@attribute cluster51 numeric
@attribute cluster52 numeric
@attribute cluster53 numeric
@attribute cluster54 numeric
@attribute cluster55 numeric
@attribute cluster56 numeric
@attribute cluster57 numeric
@attribute cluster59 numeric
@attribute cluster60 numeric
@attribute cluster61 numeric
@attribute cluster62 numeric
@attribute cluster63 numeric
@attribute cluster64 numeric
@attribute cluster65 numeric
@attribute cluster66 numeric
@attribute cluster67 numeric
@attribute cluster68 numeric
@attribute cluster69 numeric
@attribute cluster70 numeric
@attribute cluster71 numeric
@attribute cluster72 numeric
@attribute cluster73 numeric
@attribute cluster74 numeric
@attribute cluster75 numeric
@attribute cluster76 numeric
@attribute cluster78 numeric
@attribute cluster79 numeric
@attribute cluster80 numeric
@attribute cluster81 numeric
@attribute cluster82 numeric
@attribute cluster83 numeric
@attribute cluster84 numeric
@attribute cluster85 numeric
@attribute cluster86 numeric
@attribute cluster87 numeric
@attribute cluster88 numeric
@attribute cluster89 numeric
@attribute cluster90 numeric
@attribute cluster91 numeric
@attribute cluster92 numeric
@attribute cluster93 numeric
@attribute cluster94 numeric
@attribute cluster95 numeric
@attribute cluster96 numeric
@attribute cluster97 numeric
@attribute cluster98 numeric
@attribute cluster99 numeric
@attribute cluster100 numeric
@attribute segments numeric
@attribute mean_rect_width numeric
@attribute std_rect_width numeric
@attribute mean_rect_height numeric
@attribute std_rect_height numeric
@attribute mean_rect_volume numeric
@attribute std_rect_volume numeric
@attribute hasSegments {0,1}
@attribute location {2,10,1,7,5,4,17,15,16,8,13,11}
@attribute Brown-Creeper {0,1}
@attribute Pacific-Wren {0,1}
@attribute Pacific-slope-Flycatcher {0,1}
@attribute Red-breasted-Nuthatch {0,1}
@attribute Dark-eyed-Junco {0,1}
@attribute Olive-sided-Flycatcher {0,1}
@attribute Hermit-Thrush {0,1}
@attribute Chestnut-backed-Chickadee {0,1}
@attribute Varied-Thrush {0,1}
@attribute Hermit-Warbler {0,1}
@attribute Swainsons-Thrush {0,1}
@attribute Hammonds-Flycatcher {0,1}
@attribute Western-Tanager {0,1}
@attribute Black-headed-Grosbeak {0,1}
@attribute Golden-Crowned-Kinglet {0,1}
@attribute Warbling-Vireo {0,1}
@attribute MacGillivrays-Warbler {0,1}
@attribute Stellars-Jay {0,1}
@attribute Common-Nighthawk {0,1}
@data
0.017056,0.019836,0.041965,0.055587,0.086463,0.07464,0.063406,0.058694,0.049294,0.044218,?,?,?,?,0.097279,0.12891,0.154803,0.131522,?,0.060869,0.037797,?,?,0.000441,?,?,0.003077,0.001885,?,0.000919,0.000635,0.000458,?,?,0.000365,0.000405,0.000629,?,?,0.003336,?,0.000133,0.000076,?,2.585128,?,?,1.638057,1.246787,0.837499,0.642184,?,0.643306,0.379053,?,0.455343,0.348268,?,?,?,2.90555,4.305767,3.803515,?,0.515828,?,12.393,5.654552,?,7.536846,?,3.505593,3.098234,?,3.289855,2.659374,3.264919,?,3.047779,?,3.451164,3.207787,?,26.502035,27.189266,2.787207,?,191.558437,?,0.013048,0.032634,?,0.075733,0.067056,0.058274,?,0.045932,0.042619,0.04084,?,0.04979,0.071058,?,?,0.149101,0.120093,0.078397,?,0.037075,0.001066,0.001066,?,0.001066,0.001066,?,0.001066,?,0.001066,0.002202,0.001066,?,0.007481,0.004077,?,0.034754,0.048007,?,0.064778,0.040762,0.028944,0.016135,0.190844,?,?,?,0.327787,0.235749,?,0.183973,0.141756,0.112864,0.107954,0.125213,0.121761,0.131601,0.199522,?,0.489823,?,0.274927,0.093174,0.072875,0.004141,0,0,0,0,0,?,0,0,?,?,0,0,0,?,0,0,?,?,0,?,0,?,0,0,0,0,0,0,0,0,1,0,0,?,0,0,?,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,?,0,0,0,0,?,?,0,?,0,0,?,0,0,0,0,?,0,?,0,0,0,0,0,0,?,0,0,?,?,?,0,?,?,0,0,?,0,0,0,0,?,0,0,?,1,?,0,55,0,2585,0,?,5,0,0,?,0,?,0,0,0,?,?,?,?,0,?,?,0,0,0,1
0.082071,0.075153,0.053188,0.058994,0.078055,?,0.064763,0.059996,0.047208,0.045715,0.044418,0.051731,0.055295,0.072647,0.098752,?,0.146171,?,?,0.062132,0.03996,?,0.005779,?,0.001619,?,0.001877,0.001427,?,?,0.00056,0.000443,0.000385,?,0.000444,?,0.000677,0.000737,0.00079,0.000451,0.000196,0.00014,?,0,1.538799,1.31204,?,?,0.551942,0.69775,0.406838,?,0.722881,?,0.660321,?,?,?,0.282311,0.38321,0.088096,?,0.176563,0.300574,?,15.052376,5.736457,4.722974,3.357069,3.651073,2.87478,?,2.93437,?,3.367395,2.994251,3.603937,3.131803,2.996052,3.026498,3.549461,3.305716,2.644674,?,2.965134,?,2.983322,236.490441,?,0.060098,0.045715,0.051771,?,0.066541,?,0.056807,0.043466,0.044381,0.043001,0.050604,0.053613,0.070051,0.096885,0.132774,0.145983,0.118327,0.078255,0.061717,0.03987,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,?,?,0.002234,0.001703,0.002954,0.006166,0.006155,0.010666,?,0.022877,0.060667,0.075035,0.062921,?,0.031625,?,0.432249,0.32905,0.201482,0.218052,0.231736,0.207664,?,?,?,0.11489,0.121813,?,0.129555,?,0.220293,0.228741,0.225546,?,0.128517,?,0.064727,0.002686,0,0,?,?,0,?,0,?,0,0,?,?,0,0,0,?,?,0,0,?,?,?,0,0,0,0,0,?,0,0,0,0,?,0,0,?,0,0,0,0,0,?,0,0,0,0,0,?,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,?,?,?,0,0,0,0,0,?,0,0,0,0,?,0,?,0,0,?,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,?,0,0,0,?,5,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,?,0,0,?
?,0.010942,0.03064,?,?,?,0.069454,?,0.047129,?,0.042989,0.039961,0.043464,0.064368,0.086791,0.122427,?,0.110674,?,0.054015,0.033183,0.00107,0.001186,0.000168,?,0.001519,0.001443,0.000969,0.001431,?,?,0.000449,?,0.000255,?,0.000367,?,0.000764,?,0.00047,0.000183,0.000106,0.000062,0,1.676039,1.83736,?,0.896896,0.5817,0.556647,0.673657,0.592805,0.451856,?,0.585271,0.656168,0.612904,0.227429,0.336572,?,0.267854,?,?,0.109884,?,?,6.424152,?,4.001922,?,?,?,3.060579,3.097139,?,?,3.456447,3.830869,4.187405,?,3.138625,2.980775,?,2.691722,2.87047,3.51622,2.926576,169.323632,0.019539,?,0.022345,?,0.068274,0.049405,0.062724,0.059282,0.045437,0.043224,0.041344,0.038573,?,0.064065,?,0.121617,0.13687,0.111116,0.075446,0.053779,0.033045,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,?,0.001066,0.001362,0.001133,0.003731,0.007369,?,0.015792,?,0.050219,0.06385,0.060683,?,0.020588,?,?,0.076221,0.148196,0.190819,?,0.175515,?,0.188611,0.113764,0.125878,0.110745,0.116386,0.129446,0.127841,0.170436,?,0.251843,?,0.112806,0.095301,0.06072,0.001746,?,0,0,?,0,0,0,0,0,0,0,?,?,0,?,0,0,?,0,0,?,0,0,?,?,?,0,?,0,0,0,0,0,0,?,0,0,?,?,0,0,0,0,0,?,0,0,?,0,0,0,0,0,?,?,?,0,0,0,?,0,?,0,?,0,0,0,?,0,0,?,0,?,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,?,0,?,?,0,0,0,0,?,0,0,?,0,?,5,0,0,0,0,0,0,?,0,0,?,0,?,0,?,0,?,?,0,0
?,0.016348,?,?,0.038806,0.035982,0.034494,0.037539,0.029902,0.030463,?,0.037612,0.043776,?,?,0.120999,0.139596,0.118847,0.086286,0.07018,0.039812,0.001173,0.012552,0.000336,0.000311,0.000386,?,0.000586,?,0.000504,0.000343,0.000297,?,0.000334,0.000342,0.000494,0.000637,?,0.000818,0.001758,0.001741,0.002698,0.000211,0.000004,0.887483,?,?,1.420463,?,0.89842,?,1.324964,0.947706,0.849069,1.249441,?,?,0.565899,0.531735,?,0.58704,?,4.430599,5.846522,3.175105,22.006917,3.506795,5.527598,9.798275,?,4.349113,3.532329,4.1675,6.894695,?,4.052265,6.781557,5.714855,6.013686,3.533227,3.997888,3.834964,?,54.210185,28.42287,?,19.152986,492.342407,0.136393,?,0.010024,0.014561,0.033857,0.030696,0.031508,0.034531,?,?,?,0.034807,?,0.061608,0.084887,0.117723,?,?,0.078806,0.060001,?,?,?,0.001066,0.001066,0.001066,?,?,0.001066,0.001066,0.001066,?,0.001066,?,0.007876,?,?,0.056673,0.061082,0.057851,0.038769,?,0.016579,?,0.105673,0.138115,0.114013,0.152171,?,0.122968,0.175974,?,0.100605,0.14471,?,?,?,0.21202,?,0.259379,0.622425,0.451244,?,0.138088,0.043547,0,0,0,0,0,0,0,0,0,0,0,?,0,0.666667,0,0,?,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,?,?,0,0,?,?,0.333333,0,0,?,?,0,0,0,?,0,?,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,?,0,0,0,0,0,0,?,0,?,0,0,0,?,0,0,?,?,19.666667,?,?,4.546061,?,?,?,7,0,?,?,?,?,?,0,0,0,1,0,0,0,?,?,?,0,?,0
0.027424,0.008617,0.023727,0.043688,?,0.068169,?,0.046629,?,?,0.032587,?,?,0.060203,0.086522,0.121439,0.14116,?,?,0.078591,0.049976,0.001377,0.001334,0.000124,?,0.001178,?,0.001336,0.000809,0.000653,?,0.00026,0.000259,0.00024,?,0.000342,0.000536,0.000806,0.000997,0.004092,0.027726,0.006215,0.000603,?,2.048705,1.89616,1.443569,1.144634,0.746765,0.539359,?,?,0.836166,0.595746,?,0.421542,0.42578,?,0.286084,0.446653,0.641844,3.971359,?,5.942315,?,21.927524,8.357264,6.250621,5.266045,?,?,3.007558,3.316644,3.263637,?,?,2.887375,2.868247,2.765213,?,3.292197,3.810415,4.47962,?,10.449844,41.834985,10.926497,489.435059,?,0.003321,0.016844,0.035977,?,0.064172,0.047395,0.043792,0.029089,0.027601,?,0.035025,?,?,0.086494,0.119092,?,?,0.081141,0.062659,0.042246,?,0.001066,0.001066,?,?,?,?,0.001066,0.001614,0.001066,0.001066,?,0.002964,0.003014,0.013123,?,?,?,0.056888,0.041711,?,?,0.251022,?,0.131947,0.169258,?,0.196702,0.155692,0.136705,0.110101,0.08471,?,?,0.095885,0.120596,0.189991,0.260897,0.299937,?,0.989695,0.738805,0.204073,0.127487,?,0,0,0,0,0,0,?,0.1,0.1,0,0,?,0,?,0,?,?,0,0,?,0,?,0,0,0,0,?,?,?,0,?,0,0,0,0.1,?,0,0,0,?,?,0,0,0,0,0,0,0,0.2,0.1,?,0,0,0.1,?,0,0,?,0,0,0,0,?,0,0,0,0,0,?,0,0,?,?,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0.2,0,?,?,0,0,?,0,?,41.2,149.871945,24,?,1945.9,?,1,7,1,?,0,0,0,0,0,0,0,?,?,0,0,?,0,0,0,0,0
0.009289,0.00308,?,0.009498,?,0.019493,0.020216,0.023888,0.020199,0.023152,0.026789,0.033334,0.038691,0.059612,0.084293,0.119097,?,0.110493,0.070324,0.05452,0.034021,0.001077,?,0.000022,0.000064,0.00015,0.000276,0.000281,0.00025,0.000235,?,0.000167,0.000178,0.000221,0.000241,0.000368,0.000529,0.000748,0.000756,0.000865,?,0.000107,0.000059,0,2.914454,3.878172,2.627425,?,1.395261,1.095279,0.956422,?,0.934104,0.841554,0.568868,0.398437,0.613751,0.436973,?,?,?,?,0.171552,0.3359,0.438911,22.272023,12.068418,?,?,8.72943,?,?,?,3.786599,3.699704,3.929505,?,2.751496,3.481252,3.566665,3.049949,2.978451,?,?,3.115011,3.094085,3.030889,500.549877,?,?,0.001367,0.004266,0.015539,0.015341,0.016659,0.021384,0.017942,0.022085,0.026018,0.03254,0.037618,?,0.083431,0.118317,0.132461,0.106137,0.070484,0.05441,0.033361,?,?,0.001066,0.001066,0.001066,?,0.001066,?,0.001066,0.001066,?,?,0.00345,?,?,0.033129,0.052836,0.060362,0.048961,?,0.026641,0.014924,0.097042,0.042042,0.055736,0.074018,0.109639,0.079433,0.079907,0.082508,?,?,0.079876,0.08115,0.100956,0.129953,0.153896,0.209339,0.251757,?,0.12538,0.092048,0.058059,0.006166,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,?,?,0,0,?,0,0,0,?,0,0,0,0,0,0,0,?,0,0,0,?,0,?,0,0,0,0,0,0,?,?,0,0,0,?,0,0,0,0,?,0,?,0,0,0,0,0,0,?,?,0,?,0,?,0,0,?,0,0,0,?,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,?,0,?,0,0,?,0,0,0,?,0,7,0,0,0,0,0,0,1,0,0,?,0,0,0,0,0,0,0,0,?
0.02477,?,?,0.038728,0.062724,?,0.051181,0.052959,0.043408,0.039694,0.040322,?,?,0.068415,0.088252,?,0.138903,?,0.07585,0.057351,0.038055,0.001074,0.001015,0.000191,0.00051,0.001041,0.001237,?,?,0.000724,0.000558,0.000378,0.00036,0.000303,0.000282,?,0.000504,?,?,?,?,0.000133,0.000071,0,2.084276,?,1.369413,?,0.783319,0.777797,0.713058,?,0.80227,0.578792,?,0.486545,?,?,-0.104476,0.135211,0.030053,0.19318,?,0.211846,0.060587,11.511845,8.26198,8.986722,4.68319,3.61478,?,3.707909,?,3.264121,?,3.368934,?,3.328182,2.945009,2.780134,2.880848,2.953683,3.107449,2.919476,2.653457,2.92285,2.964746,143.618615,0.011629,0.005662,0.016046,0.030092,0.059639,0.050511,0.047246,0.050994,0.039034,0.036965,?,0.037037,0.04477,0.068577,0.089071,?,0.139023,?,0.075749,0.05691,0.037958,?,?,0.001066,0.001066,0.001066,?,0.001671,?,0.001066,0.001066,?,0.002154,?,0.009039,0.021585,?,0.048656,0.057687,0.046293,?,?,0.009461,0.199417,?,?,0.157682,0.201944,0.202353,?,0.152216,0.139575,0.116008,?,0.11223,0.09651,0.12723,0.147954,?,?,?,0.114673,0.091359,0.065526,0.002167,?,?,0,?,?,0,0,0,0,0,0,0,?,0,0,0,?,?,0,0,?,?,0,?,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,?,?,?,?,0,0,?,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0,0,0,0,0,?,0,0,0,?,?,7,0,0,0,?,0,0,0,0,0,?,0,0,0,0,?,0,?,0,0
0.01639,0.005093,0.009876,0.016559,0.025504,0.025206,?,?,0.026582,?,0.030238,?,0.037252,?,?,0.122395,?,0.109033,0.074153,0.05632,?,0.001084,0.000636,0.000056,0.000169,0.000294,0.000375,0.000373,0.000297,0.000369,0.000298,0.000245,0.000219,?,0.000232,0.000346,?,?,0.000822,0.00049,?,0.000117,0.000072,0,2.344814,?,?,?,?,0.869784,1.194863,0.836074,?,0.78257,?,?,0.647098,0.252693,?,?,0.269213,0.34831,0.073482,?,?,12.518046,9.255666,?,13.586968,5.94104,3.951204,?,5.233331,3.430401,3.248903,3.439908,3.35556,3.445899,?,2.883134,3.088174,?,2.881739,3.10452,?,2.982854,3.19947,172.634861,0.00402,0.001118,0.004446,?,0.023631,?,0.020363,0.026652,0.02346,0.025323,0.029384,0.03097,0.035729,0.061295,0.081644,0.122113,0.136669,0.108121,0.073844,?,?,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,?,0.001066,?,0.001066,0.001872,0.001073,?,0.028527,0.056736,0.058264,0.055584,?,?,?,0.166811,0.054648,0.102672,0.102227,?,?,?,0.111515,0.088943,0.088198,?,?,?,0.117065,0.15917,0.211456,0.226526,0.187051,0.121306,0.08744,0.067878,?,0,0,0,?,0,0,?,0,?,0,?,?,0,?,0,0,0,?,?,0,0,0,0,0,0,0,?,?,0,?,0,0,0,0,?,0,0,?,?,0,?,?,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,?,0,0,0,0,?,0,?,0,0,0,0,?,0,0,?,0,0,?,0,0,0,?,0,?,?,0,0,?,0,?,0,0,0,0,0,0,0,0,?,0,0,0,?,0,?,7,0,0,?,?,0,0,?,0,0,?,?,0,0,0,0,0,?,0,?
0.015254,0.00496,0.008681,?,?,?,0.024396,0.028474,0.024815,0.027468,?,0.033342,0.037842,0.062331,0.084431,?,0.134358,0.109904,0.074948,0.056715,0.037491,?,0.00056,0.000052,0.000114,0.000252,?,0.000368,?,0.000315,0.00026,0.000264,0.000246,?,0.000258,0.000352,0.000555,?,?,?,0.000182,0.000131,?,0,2.822316,2.698777,2.356807,1.811344,1.068581,0.990438,0.869676,?,0.804685,0.906917,0.705982,?,0.503338,0.373959,0.272165,0.148131,?,?,0.092678,0.148761,?,?,14.291366,11.720191,11.547946,7.283346,?,3.596794,3.437235,3.283646,3.565461,4.674382,3.452429,2.712155,2.975032,3.546318,2.717467,?,2.82467,?,?,2.979739,?,262.400323,?,0.001066,0.004254,?,?,0.021245,0.021733,0.025418,?,0.02614,?,0.032288,0.036819,0.061251,0.082391,?,0.134213,?,0.074855,0.056452,0.037419,0.001066,?,0.001066,?,0.001066,0.001066,0.001066,0.001066,?,?,0.001066,?,0.004587,0.006333,0.010736,0.029015,0.024454,?,0.046801,0.036509,0.021928,0.01472,0.19961,0.050709,0.083182,0.101094,?,0.092463,0.083155,0.090385,0.089067,0.109042,0.089386,0.079587,0.087963,0.137681,?,?,0.212916,?,0.111668,?,0.059927,0.002887,?,0,0,0,?,?,0,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,?,0,0,0,?,0,?,0,0,0,0,0,0,0,?,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,?,?,0,0,0,?,0,0,?,0,0,0,0,?,0,?,0,?,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,?,0,?,?,0,?,0,?,?,?,?,0,0,0,?,0,?,0,0,0,0,0,0,0,0,?,0,0
0.003242,?,0.00703,0.010286,?,0.02232,0.021819,?,0.023525,0.025938,?,0.03103,0.037448,0.060755,?,?,0.133623,?,?,?,0.035634,0.001075,?,0.000027,0.000093,0.000151,0.000276,?,0.000291,0.000277,?,0.000201,?,0.000195,0.000228,?,0.000411,0.000704,0.000626,0.000378,0.000204,0.00011,?,0,4.089247,?,?,?,1.198731,1.075577,?,0.903712,0.991291,?,?,0.621251,0.501171,0.294534,?,0.08474,0.135631,0.161328,?,0.265959,0.224132,14.853211,?,10.010703,?,5.722966,4.524729,?,4.242952,3.818952,?,?,?,3.770568,2.989203,2.763581,2.689786,2.845123,?,2.754958,2.581558,2.96158,2.911754,245.157148,?,?,?,?,?,?,0.017952,?,0.021886,?,?,0.029964,0.03578,?,0.083056,0.119953,?,0.10554,0.072836,0.054867,0.035379,0.001066,0.001066,0.001066,?,0.001066,0.001066,?,0.001066,?,0.001066,?,0.001066,0.001172,0.005163,?,0.022008,?,0.067827,0.052817,?,0.029691,0.01697,0.053098,0.031705,?,0.069958,0.098911,?,0.090739,?,0.090344,0.074394,?,?,0.086959,0.117869,0.143159,0.201831,0.205258,0.169168,?,0.0908,0.061011,?,?,?,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,?,?,0,?,0,0,0,0,0,?,?,0,0,?,?,0,?,0,0,0,0,?,0,0,0,0,?,0,0,0,?,0,?,0,?,0,0,?,0,0,?,?,0,0,0,?,?,0,0,?,0,0,0,?,0,0,?,0,0,?,?,0,0,?,?,0,0,0,?,0,0,0,0,0,?,?,?,?,?,0,0,0,?,?,?,0,0,0,0,?,?,?,0,?,0,0,?,0,?,0,0,?,?,0,0,0,0,0,0
